m#node	C#degree	C#pagerank	C#clustering	C#closeness	C#betweenness	D#leiden	D#infomap	cD#class
Marte Kopperstad	0.002113	0.000704	1.000000	0.002113	0.000000	89	80	2
Michael Grant Jacobs	0.002113	0.000704	1.000000	0.002113	0.000000	89	80	1
Ib Kunøe	0.002817	0.000725	1.000000	0.003169	0.000000	29	29	1
Kristine Markusson Madsen	0.004225	0.001111	0.466667	0.004225	0.000008	29	29	2
Morten Jurs	0.002817	0.000725	1.000000	0.003169	0.000000	29	29	1
Sigrun Ingrid Hjelmqvist	0.002817	0.000725	1.000000	0.003169	0.000000	29	29	2
Sven Madsen	0.002817	0.000725	1.000000	0.003169	0.000000	29	29	1
Inge Harald Berg	0.001408	0.000704	1.000000	0.001408	0.000000	129	120	1
Roger Brynjulf Mosand	0.001408	0.000704	1.000000	0.001408	0.000000	129	120	1
Tor Anders Elvegård	0.001408	0.000704	1.000000	0.001408	0.000000	129	120	1
Ingeborg Ådnanes	0.002817	0.001124	0.333333	0.002817	0.000004	48	61	2
Iver Tønnessen Mathiesen	0.001408	0.000599	1.000000	0.001878	0.000000	48	61	1
Leif Inge Håland	0.001408	0.000599	1.000000	0.001878	0.000000	48	61	1
Terje Frafjord	0.001408	0.000599	1.000000	0.001878	0.000000	48	61	1
Terje Sætrevik	0.001408	0.000599	1.000000	0.001878	0.000000	48	61	1
Ingjerd Cecilie Hafsteen Blekeli Spiten	0.003521	0.000611	1.000000	0.070930	0.000000	16	1	2
Kaare Frydenberg	0.003521	0.000611	1.000000	0.070930	0.000000	16	1	1
Karl Gunnar Opdal	0.003521	0.000611	1.000000	0.070930	0.000000	16	1	1
Kristin Natasha Røhne	0.003521	0.000611	1.000000	0.070930	0.000000	16	1	2
Lasse Gimnes	0.003521	0.000611	1.000000	0.070930	0.000000	16	1	1
Ingrid Maria Stenmark	0.001408	0.000704	1.000000	0.001408	0.000000	130	121	2
Jan Håkan Martin Dahlström	0.001408	0.000704	1.000000	0.001408	0.000000	130	121	1
Mats Robert Tilly	0.001408	0.000704	1.000000	0.001408	0.000000	130	121	1
Karl Heine Ulvebne	0.004225	0.000596	1.000000	0.111295	0.000000	9	6	1
Leif Jørgen Moger	0.004225	0.000596	1.000000	0.111295	0.000000	9	6	1
Thomas Høgebøl	0.004225	0.000596	1.000000	0.111295	0.000000	9	6	1
Tore Moger	0.004225	0.000596	1.000000	0.111295	0.000000	9	6	1
Ivan Eduardo Orlic Ticeran	0.004930	0.000664	1.000000	0.107377	0.000000	2	9	1
Kristjan T Davidsson	0.004930	0.000664	1.000000	0.107377	0.000000	2	9	1
Osterlin Luis Dyer Ampuida	0.004930	0.000664	1.000000	0.107377	0.000000	2	9	1
Piero Martin Dyer Coriat	0.004930	0.000664	1.000000	0.107377	0.000000	2	9	1
Samuel Edward Dyer Ampudia	0.004930	0.000664	1.000000	0.107377	0.000000	2	9	1
Sheyla Dyer Coriat	0.004930	0.000664	1.000000	0.107377	0.000000	2	9	2
Ivar Olsen	0.000704	0.000704	0.000000	0.000704	0.000000	144	135	1
Mary Kay Gould	0.000704	0.000704	0.000000	0.000704	0.000000	144	135	2
Jan Erik Schulien	0.002817	0.000704	1.000000	0.002817	0.000000	71	62	1
Jane Coenen	0.002817	0.000704	1.000000	0.002817	0.000000	71	62	2
Lena Schøning	0.002817	0.000704	1.000000	0.002817	0.000000	71	62	2
Ole-Martin Lund Andreassen	0.002817	0.000704	1.000000	0.002817	0.000000	71	62	1
Petter Jakob Bjerve	0.002817	0.000704	1.000000	0.002817	0.000000	71	62	1
Jan Lindstad	0.001408	0.000704	1.000000	0.001408	0.000000	131	122	1
Stephan Omer Theophiel Temmerman	0.001408	0.000704	1.000000	0.001408	0.000000	131	122	1
Thomas Sassan Farhang	0.001408	0.000704	1.000000	0.001408	0.000000	131	122	1
Jan Nylund	0.001408	0.000704	1.000000	0.001408	0.000000	132	123	1
Katharina Ringen Asting	0.001408	0.000704	1.000000	0.001408	0.000000	132	123	2
Kjell Olav Skogen	0.001408	0.000704	1.000000	0.001408	0.000000	132	123	1
Jim Roger Nordly	0.001408	0.000704	1.000000	0.001408	0.000000	133	124	1
Paal Christian Krüger	0.001408	0.000704	1.000000	0.001408	0.000000	133	124	1
Songul Nordly	0.001408	0.000704	1.000000	0.001408	0.000000	133	124	2
Jon Christian Syvertsen	0.001408	0.000536	1.000000	0.002852	0.000000	24	16	1
Knut Werner Larsen	0.001408	0.000506	1.000000	0.003565	0.000000	24	16	1
Marius Bruu	0.001408	0.000536	1.000000	0.002852	0.000000	24	16	1
Tore Amundsen	0.001408	0.000397	1.000000	0.078940	0.000000	0	5	1
Valborg Lundegaard	0.001408	0.000397	1.000000	0.078940	0.000000	0	5	2
Kari Liltved	0.002817	0.000573	1.000000	0.068908	0.000000	4	7	2
Kenneth Malcolm Bailey	0.002817	0.000573	1.000000	0.068908	0.000000	4	7	1
Martine Evelyn Vice Holter	0.002817	0.000573	1.000000	0.068908	0.000000	4	7	2
Roar Flom	0.002817	0.000573	1.000000	0.068908	0.000000	4	7	1
John Markus Lervik	0.002817	0.000480	1.000000	0.110550	0.000000	2	9	1
Trude Svartdal Husebø	0.002817	0.000480	1.000000	0.110550	0.000000	2	9	2
Torunn Lange Gjedebo	0.001408	0.000350	1.000000	0.062856	0.000000	3	4	2
Jon Terje Øverland	0.001408	0.000383	1.000000	0.093846	0.000000	4	6	1
Jørgen Myrland	0.001408	0.000704	1.000000	0.001408	0.000000	134	125	1
Thomas Aanmoen	0.001408	0.000704	1.000000	0.001408	0.000000	134	125	1
Ulrika Elisabeth Carlsson	0.001408	0.000704	1.000000	0.001408	0.000000	134	125	2
Jørgen Winness Aspenes	0.002113	0.000469	1.000000	0.004143	0.000000	23	14	1
Øystein Kjellsen	0.002113	0.000469	1.000000	0.004143	0.000000	23	14	1
Tore Jarl Hjelseth	0.002113	0.000469	1.000000	0.004143	0.000000	23	14	1
Karin Inga Margareta Josefsson	0.003521	0.000683	1.000000	0.004388	0.000000	25	18	2
Pia Catarina Thomasdotter Göthe	0.003521	0.000683	1.000000	0.004388	0.000000	25	18	2
Rita Glenne	0.003521	0.000683	1.000000	0.004388	0.000000	25	18	2
Rolf Knut Lennart Åberg	0.003521	0.000683	1.000000	0.004388	0.000000	25	18	1
William Raymond Salaneck	0.003521	0.000683	1.000000	0.004388	0.000000	25	18	1
Katha Birgitte Thommesen-Kähler	0.002817	0.000704	1.000000	0.002817	0.000000	72	63	2
Petter Faye-Lund	0.002817	0.000704	1.000000	0.002817	0.000000	72	63	1
Ståle Leitvoll	0.002817	0.000704	1.000000	0.002817	0.000000	72	63	1
Terje Stabæk	0.002817	0.000704	1.000000	0.002817	0.000000	72	63	1
Torild Skogsholm	0.002817	0.000704	1.000000	0.002817	0.000000	72	63	2
Kjell Øivind Hansen	0.002113	0.000704	1.000000	0.002113	0.000000	90	81	1
Øistein Nyberg	0.002113	0.000704	1.000000	0.002113	0.000000	90	81	1
Per Gunnar Løge	0.002113	0.000704	1.000000	0.002113	0.000000	90	81	1
Svein Ove Bjørnestad	0.002113	0.000704	1.000000	0.002113	0.000000	90	81	1
Knut Åm	0.002817	0.000704	1.000000	0.002817	0.000000	73	64	1
Margarita Hoffmann	0.002817	0.000704	1.000000	0.002817	0.000000	73	64	2
Martin Bachmann	0.002817	0.000704	1.000000	0.002817	0.000000	73	64	1
Ties Tiessen	0.002817	0.000704	1.000000	0.002817	0.000000	73	64	1
Valerie Edith Bosse	0.002817	0.000704	1.000000	0.002817	0.000000	73	64	2
Tom Lysaker	0.001408	0.000458	1.000000	0.002535	0.000000	29	29	1
Torgeir Mjør Grimsrud	0.001408	0.000458	1.000000	0.002535	0.000000	29	29	1
Lars-Krister Dahlqvist	0.001408	0.000704	1.000000	0.001408	0.000000	135	126	1
Pia Anette Dahlqvist	0.001408	0.000704	1.000000	0.001408	0.000000	135	126	2
Tord Anders Magnus Wallgren	0.001408	0.000704	1.000000	0.001408	0.000000	135	126	1
Lars Wenaas	0.001408	0.000704	1.000000	0.001408	0.000000	136	127	1
Lillian Wenaas	0.001408	0.000704	1.000000	0.001408	0.000000	136	127	2
Trude Wenaas	0.001408	0.000704	1.000000	0.001408	0.000000	136	127	2
Lill Nyseter Kortgaard	0.002113	0.000704	1.000000	0.002113	0.000000	91	82	2
Nicolai Jarlsby	0.002113	0.000704	1.000000	0.002113	0.000000	91	82	1
Siv Karin Einstabland Kvåli	0.002113	0.000704	1.000000	0.002113	0.000000	91	82	2
Terje Gunnulfsen	0.002113	0.000704	1.000000	0.002113	0.000000	91	82	1
Maria Naziana Jensen-Eian	0.001408	0.000704	1.000000	0.001408	0.000000	137	128	2
Øyvind Bjørnstad	0.001408	0.000704	1.000000	0.001408	0.000000	137	128	1
Øyvind Jensen-Eian	0.001408	0.000704	1.000000	0.001408	0.000000	137	128	1
Marianne Marker Holsing	0.001408	0.000704	1.000000	0.001408	0.000000	138	129	2
Slawomir Stochnialek	0.001408	0.000704	1.000000	0.001408	0.000000	138	129	1
Steven Rafferty	0.001408	0.000704	1.000000	0.001408	0.000000	138	129	1
Marianne Morris	0.003521	0.000704	1.000000	0.003521	0.000000	46	37	2
Olav Thon	0.003521	0.000704	1.000000	0.003521	0.000000	46	37	1
Signe Moland	0.003521	0.000704	1.000000	0.003521	0.000000	46	37	2
Sissel Berdal Haga	0.003521	0.000704	1.000000	0.003521	0.000000	46	37	2
Stig Olav Jacobsen	0.003521	0.000704	1.000000	0.003521	0.000000	46	37	1
Svein Kristian Leer-Salvesen	0.003521	0.000704	1.000000	0.003521	0.000000	46	37	1
Odd Svein Hjelmeland	0.001408	0.000704	1.000000	0.001408	0.000000	139	130	1
Per Arne Eide	0.001408	0.000704	1.000000	0.001408	0.000000	139	130	1
Rolf Eide	0.001408	0.000704	1.000000	0.001408	0.000000	139	130	1
Olav Kongsvoll	0.001408	0.000704	1.000000	0.001408	0.000000	140	131	1
Per Stølsnes Ravlo	0.001408	0.000704	1.000000	0.001408	0.000000	140	131	1
Svanhild Torun Odden	0.001408	0.000704	1.000000	0.001408	0.000000	140	131	2
Tore Grøttum	0.001408	0.000310	1.000000	0.090530	0.000000	0	5	1
Per Erik Burud	0.001408	0.000704	1.000000	0.001408	0.000000	141	132	1
Terje Navjord	0.001408	0.000704	1.000000	0.001408	0.000000	141	132	1
Tor Øivind Kirkeng	0.001408	0.000704	1.000000	0.001408	0.000000	141	132	1
