m#node	C#degree	C#pagerank	C#clustering	C#closeness	C#betweenness	D#leiden	D#infomap	cD#class
java.sql.SQLException	0.016502	0.001151	0.480000	0.480495	0.000506	1	1	42
java.sql.SQLFeatureNotSupportedException	0.005941	0.000453	0.833333	0.477767	0.000001	1	1	42
java.sql.SQLInput	0.011221	0.000850	0.250000	0.478069	0.000141	8	13	42
java.sql.SQLIntegrityConstraintViolationException	0.005941	0.000453	0.833333	0.477767	0.000001	1	1	42
java.sql.SQLInvalidAuthorizationSpecException	0.005941	0.000453	0.833333	0.477767	0.000001	1	1	42
java.sql.SQLNonTransientConnectionException	0.005941	0.000453	0.833333	0.477767	0.000001	1	1	42
java.sql.SQLNonTransientException	0.009241	0.000669	0.769231	0.478522	0.000003	1	1	42
java.sql.SQLOutput	0.011221	0.000865	0.176471	0.471522	0.000079	8	13	42
java.sql.SQLPermission	0.003960	0.000352	1.000000	0.476865	0.000000	0	9	42
java.sql.SQLRecoverableException	0.005281	0.000412	0.785714	0.477617	0.000001	1	1	42
java.sql.SQLSyntaxErrorException	0.005941	0.000453	0.833333	0.477767	0.000001	1	1	42
java.sql.SQLTimeoutException	0.005941	0.000454	0.833333	0.477767	0.000001	1	1	42
java.sql.SQLTransactionRollbackException	0.005941	0.000454	0.833333	0.477767	0.000001	1	1	42
java.sql.SQLTransientConnectionException	0.005941	0.000454	0.833333	0.477767	0.000001	1	1	42
java.sql.SQLTransientException	0.007261	0.000541	0.836364	0.478069	0.000001	1	1	42
java.sql.SQLWarning	0.009241	0.000663	0.582418	0.478673	0.000010	8	13	42
java.sql.SQLXML	0.007921	0.000593	0.515152	0.472257	0.000005	8	13	42
java.sql.Savepoint	0.001320	0.000183	1.000000	0.469186	0.000000	8	13	42
java.sql.Statement	0.005281	0.000433	0.857143	0.477316	0.000004	8	13	42
java.sql.Struct	0.002640	0.000265	0.500000	0.470643	0.000001	8	13	42
java.sql.Time	0.005941	0.000467	0.583333	0.477767	0.000005	8	13	42
java.sql.Timestamp	0.005941	0.000467	0.583333	0.477767	0.000005	8	13	42
java.sql.Types	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	42
java.sql.Wrapper	0.005281	0.000456	0.642857	0.467881	0.000001	8	13	42
java.text.Annotation	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	43
java.text.AttributeEntry	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	43
java.text.AttributedCharacterIterator	0.015842	0.001103	0.148551	0.473290	0.000101	7	22	43
java.text.AttributedString	0.003300	0.000299	0.600000	0.477015	0.000003	7	0	43
java.text.Bidi	0.002640	0.000261	0.666667	0.476715	0.000002	0	0	43
java.text.BreakDictionary	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	43
java.text.BreakIterator	0.006601	0.000531	0.600000	0.477617	0.000023	7	32	43
java.text.CharacterIterator	0.007921	0.000633	0.242424	0.470789	0.000027	7	32	43
java.text.CharacterIteratorFieldDelegate	0.003300	0.000303	0.700000	0.477015	0.000002	7	22	43
java.text.ChoiceFormat	0.007921	0.000601	0.560606	0.478220	0.000006	7	22	43
java.text.CollationElementIterator	0.003300	0.000315	0.800000	0.476865	0.000004	7	32	43
java.text.CollationKey	0.004620	0.000416	0.714286	0.477165	0.000002	0	0	43
java.text.CollationRules	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	43
java.text.Collator	0.005941	0.000484	0.583333	0.477466	0.000019	7	0	43
java.text.DateFormat	0.009901	0.000719	0.590476	0.478824	0.000010	7	22	43
java.text.DateFormatSymbols	0.005281	0.000424	0.642857	0.477466	0.000017	7	0	43
java.text.DecimalFormat	0.008581	0.000645	0.538462	0.478371	0.000008	7	22	43
java.text.DecimalFormatSymbols	0.005941	0.000469	0.666667	0.477617	0.000018	7	22	43
java.text.DictionaryBasedBreakIterator	0.004620	0.000394	0.857143	0.477165	0.000004	7	32	43
java.text.DigitList	0.003300	0.000303	0.600000	0.476865	0.000016	8	0	43
java.text.DontCareFieldPosition	0.002640	0.000266	1.000000	0.476565	0.000000	0	0	43
java.text.EntryPair	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	43
java.text.FieldPosition	0.007261	0.000572	0.636364	0.477767	0.000003	7	22	43
java.text.Format	0.007921	0.000593	0.575758	0.478371	0.000025	7	22	43
java.text.MergeCollation	0.002640	0.000277	1.000000	0.476565	0.000000	0	0	43
java.text.MessageFormat	0.005941	0.000467	0.638889	0.477767	0.000004	7	22	43
java.text.Normalizer	0.002640	0.000262	0.666667	0.476715	0.000001	0	0	43
java.text.NumberFormat	0.011221	0.000817	0.566176	0.478976	0.000011	7	22	43
java.text.ParseException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	43
java.text.ParsePosition	0.006601	0.000515	0.711111	0.477617	0.000001	7	22	43
java.text.PatternEntry	0.003300	0.000322	0.900000	0.476865	0.000000	0	0	43
java.text.RBCollationTables	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	43
java.text.RBTableBuilder	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	43
java.text.RuleBasedBreakIterator	0.004620	0.000394	0.857143	0.477165	0.000004	7	32	43
java.text.RuleBasedCollationKey	0.002640	0.000272	1.000000	0.476565	0.000000	0	0	43
java.text.RuleBasedCollator	0.005281	0.000451	0.678571	0.477316	0.000006	7	32	43
java.text.SimpleDateFormat	0.009241	0.000673	0.593407	0.478673	0.000009	7	22	43
java.text.StringCharacterIterator	0.002640	0.000267	0.666667	0.476715	0.000004	0	32	43
java.text.spi.BreakIteratorProvider	0.003960	0.000349	0.866667	0.477015	0.000000	7	0	44
java.text.spi.CollatorProvider	0.003960	0.000350	0.866667	0.477015	0.000000	7	0	44
java.text.spi.DateFormatProvider	0.003960	0.000345	0.866667	0.477015	0.000000	7	0	44
java.text.spi.DateFormatSymbolsProvider	0.003960	0.000349	0.866667	0.477015	0.000000	7	0	44
java.text.spi.DecimalFormatSymbolsProvider	0.003960	0.000348	0.866667	0.477015	0.000000	7	0	44
java.text.spi.NumberFormatProvider	0.003960	0.000345	0.866667	0.477015	0.000000	7	0	44
java.util.AbstractCollection	0.005941	0.000468	0.722222	0.477617	0.000003	3	5	45
java.util.AbstractList	0.007921	0.000595	0.681818	0.478371	0.000009	3	5	45
java.util.AbstractMap	0.008581	0.000627	0.653846	0.478371	0.000005	3	5	45
java.util.AbstractQueue	0.009901	0.000743	0.523810	0.478371	0.000017	3	5	45
java.util.AbstractSequentialList	0.005941	0.000465	0.722222	0.477767	0.000008	3	5	45
java.util.AbstractSet	0.007921	0.000591	0.606061	0.478069	0.000005	3	5	45
java.util.ArrayDeque	0.005941	0.000465	0.444444	0.477767	0.000030	3	5	45
java.util.ArrayList	0.007921	0.000597	0.393939	0.478522	0.000356	3	5	45
java.util.Arrays	0.003300	0.000303	0.600000	0.476865	0.000002	3	5	45
java.util.BitSet	0.003300	0.000299	0.500000	0.477015	0.000015	3	0	45
java.util.Calendar	0.011221	0.000785	0.492647	0.479279	0.000033	3	8	45
java.util.Collection	0.054125	0.003669	0.085818	0.482024	0.001124	3	5	45
java.util.Collections	0.009901	0.000722	0.342857	0.478976	0.000056	3	5	45
java.util.Comparator	0.010561	0.000784	0.366667	0.477617	0.000050	3	5	45
java.util.ConcurrentModificationException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	45
java.util.Currency	0.005941	0.000465	0.805556	0.477617	0.000001	7	22	45
java.util.CurrencyData	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	45
java.util.Date	0.018482	0.001333	0.248677	0.480800	0.000429	3	8	45
java.util.Deque	0.005281	0.000437	0.642857	0.466297	0.000002	3	5	45
java.util.Dictionary	0.003300	0.000301	0.800000	0.477015	0.000001	0	25	45
java.util.DuplicateFormatFlagsException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	45
java.util.EmptyStackException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	45
java.util.EnumMap	0.006601	0.000495	0.466667	0.478069	0.000021	3	5	45
java.util.EnumSet	0.007261	0.000556	0.527273	0.478069	0.000022	3	5	45
java.util.Enumeration	0.034983	0.002548	0.062409	0.475667	0.000340	0	9	45
java.util.EventListener	0.023102	0.001544	0.072269	0.338926	0.000562	2	2	45
java.util.EventListenerProxy	0.004620	0.000401	0.714286	0.481564	0.000188	10	11	45
java.util.EventObject	0.008581	0.000670	0.410256	0.480800	0.000016	10	29	45
java.util.FormatFlagsConversionMismatchException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	45
java.util.Formattable	0.000660	0.000148	0.000000	0.323995	0.000000	4	28	45
java.util.FormattableFlags	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	45
java.util.Formatter	0.007921	0.000695	0.393939	0.479127	0.001801	4	28	45
java.util.FormatterClosedException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	45
java.util.GregorianCalendar	0.005281	0.000416	0.785714	0.477617	0.000002	3	8	45
java.util.HashMap	0.006601	0.000495	0.511111	0.478069	0.000021	3	5	45
java.util.HashSet	0.006601	0.000493	0.555556	0.477918	0.000019	3	5	45
java.util.Hashtable	0.013861	0.000948	0.314286	0.480647	0.000178	5	25	45
java.util.IdentityHashMap	0.005941	0.000450	0.472222	0.477918	0.000019	3	5	45
java.util.IllegalFormatCodePointException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	45
java.util.IllegalFormatConversionException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	45
java.util.IllegalFormatException	0.011881	0.000880	0.562092	0.478976	0.000008	1	1	45
java.util.IllegalFormatFlagsException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	45
java.util.IllegalFormatPrecisionException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	45
java.util.IllegalFormatWidthException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	45
java.util.InputMismatchException	0.004620	0.000380	0.952381	0.477316	0.000000	1	1	45
java.util.InvalidPropertiesFormatException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	45
java.util.Iterator	0.049505	0.003372	0.084324	0.479886	0.000935	3	5	45
java.util.JapaneseImperialCalendar	0.005281	0.000416	0.785714	0.477617	0.000002	3	8	45
java.util.JumboEnumSet	0.004620	0.000386	0.714286	0.477316	0.000002	3	5	45
java.util.LinkedHashMap	0.004620	0.000374	0.714286	0.477466	0.000002	3	5	45
java.util.LinkedHashSet	0.005941	0.000451	0.527778	0.477767	0.000019	3	5	45
java.util.LinkedList	0.007261	0.000547	0.436364	0.478220	0.000038	3	5	45
java.util.List	0.032343	0.002267	0.096088	0.479886	0.000706	3	5	45
java.util.ListIterator	0.007921	0.000605	0.560606	0.467881	0.000003	3	5	45
java.util.ListResourceBundle	0.005281	0.000410	0.678571	0.477316	0.000003	0	16	45
java.util.Locale	0.045545	0.002819	0.166240	0.495098	0.000738	7	2	45
java.util.LocaleISOData	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	45
java.util.Map	0.039604	0.002706	0.091525	0.483254	0.000763	3	5	45
java.util.MissingFormatArgumentException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	45
java.util.MissingFormatWidthException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	45
java.util.MissingResourceException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	45
java.util.NavigableMap	0.006601	0.000500	0.822222	0.467160	0.000001	3	5	45
java.util.NavigableSet	0.007261	0.000551	0.618182	0.466728	0.000004	3	5	45
java.util.NoSuchElementException	0.005281	0.000421	0.928571	0.477466	0.000000	1	1	45
java.util.Observable	0.002640	0.000309	0.666667	0.476565	0.000016	1	0	45
java.util.Observer	0.001320	0.000206	1.000000	0.464724	0.000000	1	0	45
java.util.PriorityQueue	0.005941	0.000463	0.527778	0.477617	0.000011	3	5	45
java.util.Properties	0.013861	0.000957	0.371429	0.482945	0.000054	8	28	45
java.util.PropertyPermission	0.003960	0.000352	1.000000	0.476865	0.000000	0	9	45
java.util.PropertyPermissionCollection	0.004620	0.000387	0.761905	0.477165	0.000001	0	9	45
java.util.PropertyResourceBundle	0.006601	0.000492	0.577778	0.478069	0.000005	0	16	45
java.util.Queue	0.005281	0.000434	0.678571	0.466154	0.000002	3	5	45
java.util.Random	0.004620	0.000401	0.666667	0.477617	0.000003	3	0	45
java.util.RandomAccess	0.002640	0.000270	0.000000	0.325317	0.000001	3	5	45
java.util.RandomAccessSubList	0.005941	0.000482	0.527778	0.477767	0.000321	3	5	45
java.util.RegularEnumSet	0.004620	0.000386	0.714286	0.477316	0.000002	3	5	45
java.util.ResourceBundle	0.010561	0.000691	0.558333	0.482024	0.000023	12	16	45
java.util.Scanner	0.009241	0.000745	0.296703	0.480038	0.000813	7	39	45
java.util.ServiceConfigurationError	0.004620	0.000377	0.952381	0.477316	0.000000	1	1	45
java.util.ServiceLoader	0.003960	0.000359	0.533333	0.477015	0.000414	0	5	45
java.util.Set	0.043564	0.002635	0.099301	0.485266	0.000762	3	5	45
java.util.SimpleTimeZone	0.003960	0.000338	0.933333	0.477165	0.000000	3	8	45
java.util.SortedMap	0.007261	0.000540	0.690909	0.467304	0.000003	3	5	45
java.util.SortedSet	0.006601	0.000503	0.644444	0.466728	0.000002	3	5	45
java.util.Stack	0.005941	0.000461	0.583333	0.477918	0.000009	3	5	45
java.util.StringTokenizer	0.002640	0.000263	0.666667	0.476565	0.000001	0	0	45
java.util.SubList	0.005941	0.000468	0.722222	0.477767	0.000008	3	5	45
java.util.TaskQueue	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	45
java.util.TimeZone	0.008581	0.000631	0.666667	0.478371	0.000019	3	8	45
java.util.Timer	0.003300	0.000317	0.900000	0.477165	0.000000	0	0	45
java.util.TimerTask	0.003300	0.000324	0.600000	0.477316	0.000093	0	0	45
java.util.TimerThread	0.005281	0.000431	0.750000	0.477617	0.000002	3	33	45
java.util.TooManyListenersException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	45
java.util.TreeMap	0.008581	0.000618	0.435897	0.478522	0.000048	3	5	45
java.util.TreeSet	0.007261	0.000544	0.436364	0.478069	0.000036	3	5	45
java.util.UUID	0.003300	0.000303	0.700000	0.476865	0.000000	0	0	45
java.util.UnknownFormatConversionException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	45
java.util.UnknownFormatFlagsException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	45
java.util.Vector	0.013201	0.000935	0.305263	0.480800	0.000415	3	5	45
java.util.WeakHashMap	0.004620	0.000373	0.714286	0.477316	0.000002	3	5	45
java.util.XMLUtils	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	45
java.util.concurrent.AbstractExecutorService	0.007261	0.000582	0.509091	0.478824	0.000123	3	15	46
java.util.concurrent.ArrayBlockingQueue	0.005941	0.000467	0.555556	0.477918	0.000008	3	5	46
java.util.concurrent.BlockingDeque	0.004620	0.000395	0.714286	0.466297	0.000002	3	5	46
java.util.concurrent.BlockingQueue	0.009241	0.000716	0.439560	0.467881	0.000014	3	5	46
java.util.concurrent.BrokenBarrierException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	46
java.util.concurrent.Callable	0.006601	0.000575	0.377778	0.466441	0.000004	3	15	46
java.util.concurrent.CancellationException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	46
java.util.concurrent.CompletionService	0.003960	0.000379	0.600000	0.466154	0.000031	3	15	46
java.util.concurrent.ConcurrentHashMap	0.006601	0.000500	0.488889	0.477918	0.000021	3	5	46
java.util.concurrent.ConcurrentLinkedQueue	0.005281	0.000425	0.607143	0.477466	0.000013	3	5	46
java.util.concurrent.ConcurrentMap	0.003960	0.000336	0.933333	0.466441	0.000000	3	5	46
java.util.concurrent.ConcurrentNavigableMap	0.006601	0.000506	0.755556	0.467160	0.000002	3	5	46
java.util.concurrent.ConcurrentSkipListMap	0.009241	0.000661	0.461538	0.478673	0.000061	3	5	46
java.util.concurrent.ConcurrentSkipListSet	0.007261	0.000544	0.436364	0.478069	0.000036	3	5	46
java.util.concurrent.CopyOnWriteArrayList	0.006601	0.000514	0.311111	0.478220	0.000352	3	5	46
java.util.concurrent.CopyOnWriteArraySet	0.004620	0.000378	0.619048	0.477316	0.000002	3	5	46
java.util.concurrent.CountDownLatch	0.002640	0.000266	1.000000	0.476865	0.000000	0	0	46
java.util.concurrent.CyclicBarrier	0.003300	0.000314	0.600000	0.477617	0.000092	3	15	46
java.util.concurrent.DelayQueue	0.005941	0.000483	0.555556	0.477767	0.000019	3	5	46
java.util.concurrent.Delayed	0.003300	0.000326	0.600000	0.465438	0.000001	3	15	46
java.util.concurrent.Exchanger	0.002640	0.000266	1.000000	0.476865	0.000000	0	0	46
java.util.concurrent.ExecutionException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	46
java.util.concurrent.Executor	0.001980	0.000244	0.666667	0.325387	0.000000	3	15	46
java.util.concurrent.ExecutorCompletionService	0.006601	0.000578	0.377778	0.478371	0.001084	3	15	46
java.util.concurrent.ExecutorService	0.007261	0.000619	0.472727	0.467881	0.000377	3	15	46
java.util.concurrent.Executors	0.006601	0.000601	0.311111	0.478069	0.000454	3	15	46
java.util.concurrent.Future	0.007261	0.000627	0.490909	0.466872	0.000005	3	15	46
java.util.concurrent.FutureTask	0.004620	0.000419	0.476190	0.477918	0.000111	3	15	46
java.util.concurrent.LinkedBlockingDeque	0.005941	0.000471	0.555556	0.477918	0.000016	3	5	46
java.util.concurrent.LinkedBlockingQueue	0.005941	0.000467	0.555556	0.477918	0.000008	3	5	46
java.util.concurrent.PriorityBlockingQueue	0.006601	0.000508	0.488889	0.478069	0.000010	3	5	46
java.util.concurrent.RejectedExecutionException	0.004620	0.000375	0.952381	0.477316	0.000000	1	1	46
java.util.concurrent.RejectedExecutionHandler	0.001980	0.000238	1.000000	0.325456	0.000000	3	15	46
java.util.concurrent.RunnableFuture	0.003960	0.000394	0.533333	0.466154	0.000032	3	15	46
java.util.concurrent.RunnableScheduledFuture	0.002640	0.000294	0.833333	0.465438	0.000000	3	15	46
java.util.concurrent.ScheduledExecutorService	0.007261	0.000605	0.527273	0.467881	0.000041	3	15	46
java.util.concurrent.ScheduledFuture	0.004620	0.000443	0.666667	0.466154	0.000003	3	15	46
java.util.concurrent.ScheduledThreadPoolExecutor	0.009901	0.000802	0.380952	0.479430	0.001117	3	15	46
java.util.concurrent.Semaphore	0.003300	0.000305	0.800000	0.477165	0.000000	3	0	46
java.util.concurrent.SynchronousQueue	0.005941	0.000467	0.555556	0.477918	0.000008	3	5	46
java.util.concurrent.ThreadFactory	0.003300	0.000333	0.500000	0.326861	0.000001	3	15	46
java.util.concurrent.ThreadPoolExecutor	0.009241	0.000747	0.417582	0.479279	0.001091	3	15	46
java.util.concurrent.TimeUnit	0.021782	0.001729	0.195076	0.482024	0.001005	3	15	46
java.util.concurrent.TimeoutException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	46
java.util.concurrent.atomic.AtomicBoolean	0.002640	0.000260	0.833333	0.476715	0.000000	0	0	47
java.util.concurrent.atomic.AtomicInteger	0.003300	0.000305	0.900000	0.476865	0.000000	0	0	47
java.util.concurrent.atomic.AtomicIntegerArray	0.002640	0.000260	0.833333	0.476715	0.000000	0	0	47
java.util.concurrent.atomic.AtomicIntegerFieldUpdater	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	47
java.util.concurrent.atomic.AtomicLong	0.003300	0.000305	0.900000	0.476865	0.000000	0	0	47
java.util.concurrent.atomic.AtomicLongArray	0.002640	0.000260	0.833333	0.476715	0.000000	0	0	47
java.util.concurrent.atomic.AtomicLongFieldUpdater	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	47
java.util.concurrent.atomic.AtomicMarkableReference	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	47
java.util.concurrent.atomic.AtomicReference	0.002640	0.000260	0.833333	0.476715	0.000000	0	0	47
java.util.concurrent.atomic.AtomicReferenceArray	0.002640	0.000260	0.833333	0.476715	0.000000	0	0	47
java.util.concurrent.atomic.AtomicReferenceFieldUpdater	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	47
java.util.concurrent.atomic.AtomicStampedReference	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	47
java.util.concurrent.locks.AbstractOwnableSynchronizer	0.003960	0.000356	0.866667	0.477015	0.000000	3	0	48
java.util.concurrent.locks.AbstractQueuedLongSynchronizer	0.004620	0.000392	0.619048	0.477617	0.000002	3	0	48
java.util.concurrent.locks.AbstractQueuedSynchronizer	0.004620	0.000392	0.619048	0.477617	0.000002	3	0	48
java.util.concurrent.locks.Condition	0.003300	0.000360	0.400000	0.327638	0.000005	3	40	48
java.util.concurrent.locks.Lock	0.003300	0.000407	0.500000	0.326017	0.000011	3	40	48
java.util.concurrent.locks.LockSupport	0.002640	0.000265	1.000000	0.476865	0.000000	3	33	48
java.util.concurrent.locks.ReadWriteLock	0.001320	0.000225	1.000000	0.323718	0.000000	3	40	48
java.util.concurrent.locks.ReentrantLock	0.005281	0.000479	0.535714	0.478069	0.000749	3	40	48
java.util.concurrent.locks.ReentrantReadWriteLock	0.005281	0.000530	0.357143	0.478069	0.002057	3	40	48
java.util.jar.Attributes	0.006601	0.000502	0.511111	0.477918	0.000022	3	5	49
java.util.jar.JarEntry	0.005941	0.000490	0.722222	0.477617	0.000002	0	7	49
java.util.jar.JarException	0.004620	0.000380	0.952381	0.477316	0.000000	1	1	49
java.util.jar.JarFile	0.009241	0.000717	0.505495	0.478976	0.000013	0	7	49
java.util.jar.JarInputStream	0.005281	0.000448	0.785714	0.477767	0.000001	0	7	49
java.util.jar.JarOutputStream	0.004620	0.000403	0.857143	0.477767	0.000001	0	7	49
java.util.jar.JarVerifier	0.005941	0.000477	0.555556	0.477466	0.000005	0	9	49
java.util.jar.JavaUtilJarAccessImpl	0.005281	0.000431	0.571429	0.477316	0.000004	0	9	49
java.util.jar.Manifest	0.007921	0.000606	0.530303	0.478522	0.000026	0	7	49
java.util.jar.Pack200	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	49
java.util.logging.ConsoleHandler	0.005941	0.000492	0.722222	0.477466	0.000160	12	23	50
java.util.logging.ErrorManager	0.006601	0.000536	0.644444	0.477918	0.000004	12	23	50
java.util.logging.FileHandler	0.005941	0.000492	0.722222	0.477466	0.000160	12	23	50
java.util.logging.Filter	0.005281	0.000460	0.464286	0.324898	0.000002	12	23	50
java.util.logging.Formatter	0.007921	0.000639	0.681818	0.477918	0.000003	12	23	50
java.util.logging.Handler	0.008581	0.000683	0.641026	0.478069	0.000164	12	23	50
java.util.logging.Level	0.007921	0.000622	0.651515	0.478069	0.000004	12	23	50
java.util.logging.LogManager	0.005281	0.000440	0.392857	0.477918	0.000044	0	0	50
java.util.logging.LogRecord	0.011881	0.000893	0.509804	0.478976	0.000190	12	23	50
java.util.logging.Logger	0.006601	0.000524	0.622222	0.477767	0.000173	12	23	50
java.util.logging.Logging	0.003300	0.000321	0.600000	0.476865	0.000006	0	0	50
java.util.logging.LoggingMXBean	0.002640	0.000281	0.500000	0.470351	0.000002	0	0	50
java.util.logging.LoggingPermission	0.003960	0.000352	1.000000	0.476865	0.000000	0	9	50
java.util.logging.MemoryHandler	0.005941	0.000492	0.722222	0.477466	0.000160	12	23	50
java.util.logging.SimpleFormatter	0.003960	0.000354	1.000000	0.477015	0.000000	12	23	50
java.util.logging.SocketHandler	0.005941	0.000492	0.722222	0.477466	0.000160	12	23	50
java.util.logging.StreamHandler	0.008581	0.000673	0.679487	0.478522	0.000169	12	23	50
java.util.logging.XMLFormatter	0.003960	0.000354	1.000000	0.477015	0.000000	12	23	50
java.util.prefs.AbstractPreferences	0.005281	0.000486	0.571429	0.478220	0.000846	10	29	51
java.util.prefs.BackingStoreException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	51
java.util.prefs.Base64	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	51
java.util.prefs.InvalidPreferencesFormatException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	51
java.util.prefs.NodeChangeEvent	0.003960	0.000385	0.666667	0.477466	0.000412	10	29	51
java.util.prefs.NodeChangeListener	0.002640	0.000299	0.333333	0.328562	0.000006	10	29	51
java.util.prefs.PreferenceChangeEvent	0.003960	0.000385	0.666667	0.477466	0.000412	10	29	51
java.util.prefs.PreferenceChangeListener	0.002640	0.000299	0.333333	0.328562	0.000006	10	29	51
java.util.prefs.Preferences	0.007261	0.000723	0.436364	0.478673	0.002170	10	29	51
java.util.prefs.PreferencesFactory	0.000660	0.000155	0.000000	0.323787	0.000000	10	29	51
java.util.prefs.XmlSupport	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	51
java.util.regex.ASCII	0.001980	0.000222	1.000000	0.476415	0.000000	0	0	52
java.util.regex.MatchResult	0.001980	0.000236	0.666667	0.469331	0.000000	7	39	52
java.util.regex.Matcher	0.004620	0.000419	0.619048	0.477165	0.000009	7	39	52
java.util.regex.Pattern	0.004620	0.000397	0.619048	0.477617	0.000003	7	39	52
java.util.regex.PatternSyntaxException	0.004620	0.000376	0.952381	0.477316	0.000000	1	1	52
java.util.spi.CurrencyNameProvider	0.003300	0.000304	0.900000	0.476865	0.000000	7	0	53
java.util.spi.LocaleNameProvider	0.003300	0.000304	0.900000	0.476865	0.000000	7	0	53
java.util.spi.LocaleServiceProvider	0.007921	0.000673	0.454545	0.477767	0.000006	7	0	53
java.util.spi.TimeZoneNameProvider	0.003300	0.000304	0.900000	0.476865	0.000000	7	0	53
java.util.zip.Adler32	0.002640	0.000292	0.500000	0.476715	0.000325	0	0	54
java.util.zip.CRC32	0.002640	0.000292	0.500000	0.476715	0.000325	0	0	54
java.util.zip.CheckedInputStream	0.003960	0.000380	0.666667	0.477316	0.000334	0	7	54
java.util.zip.CheckedOutputStream	0.003960	0.000381	0.666667	0.477466	0.000333	0	7	54
java.util.zip.Checksum	0.002640	0.000331	0.000000	0.323787	0.000001	0	7	54
java.util.zip.DataFormatException	0.004620	0.000374	0.952381	0.477617	0.000000	1	1	54
java.util.zip.Deflater	0.003300	0.000323	0.900000	0.476715	0.000000	0	7	54
java.util.zip.DeflaterInputStream	0.003960	0.000365	0.866667	0.477165	0.000001	0	7	54
java.util.zip.DeflaterOutputStream	0.005281	0.000469	0.750000	0.477767	0.000002	0	7	54
java.util.zip.GZIPInputStream	0.003300	0.000312	1.000000	0.477015	0.000000	0	7	54
java.util.zip.GZIPOutputStream	0.003300	0.000313	1.000000	0.477165	0.000000	0	7	54
java.util.zip.Inflater	0.003300	0.000323	0.900000	0.476715	0.000000	0	7	54
java.util.zip.InflaterInputStream	0.005281	0.000468	0.750000	0.477617	0.000002	0	7	54
java.util.zip.InflaterOutputStream	0.003960	0.000366	0.866667	0.477316	0.000001	0	7	54
java.util.zip.ZipConstants	0.002640	0.000292	0.500000	0.324481	0.000000	0	7	54
java.util.zip.ZipEntry	0.007921	0.000655	0.484848	0.478069	0.000351	0	7	54
java.util.zip.ZipError	0.004620	0.000380	0.952381	0.477316	0.000000	1	1	54
java.util.zip.ZipException	0.005281	0.000421	0.928571	0.477466	0.000000	1	1	54
java.util.zip.ZipFile	0.005941	0.000500	0.583333	0.478220	0.000338	0	7	54
java.util.zip.ZipInputStream	0.005281	0.000468	0.678571	0.477767	0.000328	0	7	54
java.util.zip.ZipOutputStream	0.005281	0.000471	0.678571	0.477918	0.000327	0	7	54
